CU Number,Status,Type,Type Description,Description 1,Description 2,Creation Date,Modified Date
OFPC-DTW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,O.F.PILOT CABLE DOUBLE TERM WOOD,OFPC-DTW,1/06/2001,23/11/2015
OFPC-STC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,O.F.PILOT CABLE SINGLE TERM CONCRETE,OFPC-STC,1/06/2001,23/11/2015
OFPC-STW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,O.F.PILOT CABLE SINGLE TERM WOOD,OFPC-STW,1/06/2001,23/11/2015
OH130-55,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,12KV 630A LBS NULEC RL27 (REMOTE CTRL),OH130-55,31/08/2007,23/11/2015
OHEW/SUW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OHEW SUSPENSION ON WOOD POLE,OHEW/SUW,16/04/2008,23/11/2015
OHEW/SW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OHEW SHACKLE ON WOOD POLE,OHEW/SW,16/04/2008,23/11/2015
OHEW/TW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OHEW TERM  ON WOOD POLE,OHEW/TW,16/04/2008,23/11/2015
OHMAT100,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,LINE FAULT INDICATORS (3PH SET),OHMAT100,26/10/2007,26/10/2007
OHMAT1000,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,$1000 Allocation - Material Purchases,OHMAT1000,7/02/2023,5/06/2024
OHMAT101,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,HV LINE SPACERS (33kV),OHMAT101,12/03/2008,12/03/2008
OHMAT15,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,FIBRE OPTIC CABLE (12 SM+4MM)  17830 / M,OHMAT15,17/04/2012,17/04/2012
OHMAT48,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,CABLE; 48 FIBRE OPTIC; SM; 9.6MM OD,OHMAT48,17/04/2012,17/04/2012
OHMAT8C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,14/12 KN CONC POLE FOR PT STATIONS MATLS,OHMAT8C,31/07/2002,16/03/2023
OHSPOIL/BR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OH VAC EXC SPOIL DUMP PER POLE/BRISBANE,OHSPOIL/BR,22/06/2018,21/09/2021
OHSPOIL/GC,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OH VAC EXC SPOIL DUMP PER POLE/GOLD COAS,OHSPOIL/GC,22/06/2018,21/09/2021
OP/AR11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW ANGLE RISER 11-30 DEG WP,OP/AR11,8/05/2009,23/11/2015
OP/AW11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW ANGLE 11-30 DEG WP,OP/AW11,1/05/2009,23/11/2015
OP/HAW11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW HEAVY ANGLE 46-90 DEG WP,OP/HAW11,1/05/2009,23/11/2015
OP/SR11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW SHACKLE RISER 0-90 DEG WP,OP/SR11,8/05/2009,23/11/2015
OP/SUR11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW SUSP RISER 0-10 DEG WP,OP/SUR11,8/05/2009,23/11/2015
OP/SUW11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW SUSPENSION 0-10 DEG WP,OP/SUW11,1/05/2009,23/11/2015
OP/SW11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW SHACKLE 0-45 DEG WP,OP/SW11,1/05/2009,23/11/2015
OP/TR11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW TERM  RISER WP,OP/TR11,8/05/2009,23/11/2015
OP/TW11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11.1MM OPGW TERM  WP,OP/TW11,8/05/2009,23/11/2015
OP48-16KA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW 48 SNGL MODE 14.48 MM OD /M,OP48-16KA,1/04/2011,17/12/2019
OP72,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW 72 SNGL MODE 11.1MM OD /M,OP72,5/04/2017,17/12/2019
OP72-16KA,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW 72 SNGL MODE 14.48 MM OD /M,OP72-16KA,30/01/2024,1/02/2024
OPGW/AR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW ANGLE WITH RISER ON WOOD POLE,OPGW/AR,23/06/2007,23/11/2015
OPGW/AW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW ANGLE ON WOOD POLE,OPGW/AW,23/06/2007,23/11/2015
OPGW/SAW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW SHACKLE /ANGLE ON WOOD POLE,OPGW/SAW,23/06/2007,23/11/2015
OPGW/SR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW SHACKLE WITH RISER ON WOOD POLE,OPGW/SR,23/06/2007,23/11/2015
OPGW/SUR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW ANGLE WITH RISER ON WOOD POLE,OPGW/SUR,5/07/2007,23/11/2015
OPGW/SUW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW ANGLE ON WOOD POLE,OPGW/SUW,5/07/2007,23/11/2015
OPGW/SW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW SHACKLE /ANGLE ON WOOD POLE,OPGW/SW,23/06/2007,23/11/2015
OPGW/TR,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW TERM WITH RISER ON WOOD POLE,OPGW/TR,23/06/2007,23/11/2015
OPGW/TW,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPGW TERM  ON WOOD POLE,OPGW/TW,23/06/2007,23/11/2015
OPGW1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"""OPGW"" COMMS - OHEW 11.1MM DIA / METRE",OPGW1,3/01/2003,23/11/2015
OPJ/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW JOINT,OPJ/11,15/06/2009,17/05/2023
OPS4/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW SHACKLE 0-45 DEG,OPS4/11,15/06/2009,23/11/2015
OPS9/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW SHACKLE 45-90 DEG,OPS9/11,15/06/2009,23/11/2015
OPSR/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW SHACKLE RAISER 0-90 DEG,OPSR/11,15/06/2009,23/11/2015
OPSU/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW SUSPENSION 0-30 DEG,OPSU/11,15/06/2009,23/11/2015
OPSUR/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW SUSPENSION RAISER 0-10 DEG,OPSUR/11,15/06/2009,23/11/2015
OPT/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW TERMINATION,OPT/11,15/06/2009,23/11/2015
OPTR/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW RAISER TERMINATION,OPTR/11,15/06/2009,23/11/2015
OPUGT/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,11MM OPGW UG TERMINATION,OPUGT/11,15/06/2009,13/11/2017
OPV/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"11MM OPGW SUSPENSION FOR VD, VO",OPV/11,4/08/2009,23/11/2015
OPVR/11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"11MM OPGW SUSPENSION RAISER FOR VD,VO",OPVR/11,4/08/2009,23/11/2015
OTMAT1138,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,TRANSFORMER MONITOR EQUIP TO PT STATION,OTMAT1138,13/02/2011,12/10/2015
OTMAT731,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"NULEC N12 RECLOSER, 12KV, 630A",OTMAT731,27/06/2007,27/06/2007
OTMAT820,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,MATERIAL PURCHASES -  SPECIFY$,OTMAT820,31/07/2002,5/06/2024
OTSC11,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,ENERGEX ACCOMMODATION / PERSON / NIGHT,OTSC11,27/11/2002,5/06/2024
OTSC3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,QUEENSLAND RAIL - ISOLATION FEES,OTSC3,7/06/2004,5/06/2024
OTSC4,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,QUEENSLAND RAIL - PROTECTION OFFICER/HR,OTSC4,7/06/2004,10/06/2024
OVERTIME1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OVERHEAD GANG OVERTIME/MHR (TIME & HALF),OVERTIME1,24/09/1988,24/09/1988
OVERTIME2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OVERHEAD GANG OVERTIME/MHR (DOUBLE TIME),OVERTIME2,24/09/1988,24/09/1988
P11/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 11 MTR 22KN LST C/W FITTINGS",P11/12-22,24/09/2015,10/01/2024
P11/12-22R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTT WOOD 11 MTR 22KN LST C/W FI",P11/12-22R,12/06/2019,10/01/2024
P11/12-22S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 11 MTR 22KN LST C/W FITT",P11/12-22S,10/02/2017,10/01/2024
P11/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 11 MTR 9KN LST C/W FITTINGS",P11/5-9,30/09/2015,30/09/2015
P11/5-9R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTT WOOD 11 MTR 9KN LST C/W FIT",P11/5-9R,12/06/2019,12/06/2019
P11/5-9S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 11 MTR 9KN LST C/W FITTIN",P11/5-9S,10/02/2017,9/06/2017
P11/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 11 MTR 14KN LST C/W FITTINGS",P11/8-14,24/09/2015,24/09/2015
P11/8-14R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 11 MTR 14KN LST C/W FIT",P11/8-14R,12/06/2019,12/06/2019
P11/8-14S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 11 MTR 14KN LST C/W FITT",P11/8-14S,10/02/2017,9/06/2017
P12.5/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 12.5 MTR 22KN LSTC/W FITTINGS",P12.5/12-22,24/09/2015,10/01/2024
P12.5/12-22C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, CONC 12.5 MTR 22KN  C/W STEPS",P12.5/12-22C,13/05/2020,13/05/2020
P12.5/12-22R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 12.5 MTR 22KN LSTC/W FI",P12.5/12-22R,12/06/2019,10/01/2024
P12.5/12-22S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 12.5 MTR 22KN LSTC/W FITT",P12.5/12-22S,10/02/2017,10/01/2024
P12.5/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 12.5 M 9KN  LST C/W FITTINGS",P12.5/5-9,30/09/2015,30/09/2015
P12.5/5-9R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTT WOOD 12.5 M 9KN  LST C/W FI",P12.5/5-9R,12/06/2019,12/06/2019
P12.5/5-9S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 12.5 M 9KN  LST C/W FITTI",P12.5/5-9S,10/02/2017,13/05/2020
P12.5/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 12.5 MTR 14KN LSTC/W FITTINGS",P12.5/8-14,24/09/2015,24/09/2015
P12.5/8-14C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, CONC 12.5 MTR 14KN  C/W STEPS",P12.5/8-14C,13/05/2020,13/05/2020
P12.5/8-14R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 12.5 MTR 14KN LSTC/W FI",P12.5/8-14R,12/06/2019,12/06/2019
P12.5/8-14S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 12.5 MTR 14KN LSTC/W FITT",P12.5/8-14S,10/02/2017,10/09/2019
P12.5/8C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, CONC 12.5 MTR 8KN  C/W STEPS",P12.5/8C,22/06/2004,16/06/2011
P14/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 14 MTR 22KN LSTC/W FITTINGS",P14/12-22,24/09/2015,10/01/2024
P14/12-22C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, CONC 14 MTR 22KN  C/W STEPS",P14/12-22C,13/05/2020,13/05/2020
P14/12-22R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 14 MTR 22KN LSTC/W FI",P14/12-22R,12/06/2019,10/01/2024
P14/12-22S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 14 MTR 22KN LSTC/W FITT",P14/12-22S,10/02/2017,10/01/2024
P14/12-24CPT,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,STD CONCRETE POLE FOR PTS - 14M,P14/12-24CPT,30/09/2015,30/09/2015
P14/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 14 MTR 36KN LST C/W FITTINGS",P14/20-36,24/09/2015,24/09/2015
P14/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 14 MTR 9KN LST C/W FITTINGS",P14/5-9,30/09/2015,30/09/2015
P14/5-9R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 14 MTR 9KN LST C/W FI",P14/5-9R,12/06/2019,12/06/2019
P14/5-9S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 14 MTR 9KN LST C/W FITT",P14/5-9S,10/02/2017,14/12/2021
P14/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 14 MTR 14KN LST C/W FITTINGS",P14/8-14,24/09/2015,24/09/2015
P14/8-14C,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, CONC 14 MTR 14KN  C/W STEPS",P14/8-14C,13/05/2020,13/05/2020
P14/8-14R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 14 MTR 14KN LST C/W FI",P14/8-14R,12/06/2019,12/06/2019
P14/8-14S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 14 MTR 14KN LST C/W FITT",P14/8-14S,10/02/2017,10/09/2019
P15.5/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 15.5 MTR 22KN LSTC/W FITTINGS",P15.5/12-22,24/09/2015,10/01/2024
P15.5/12-22R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 15.5 MTR 22KN LSTC/W FI",P15.5/12-22R,12/06/2019,10/01/2024
P15.5/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 15.5 MTR 36KN LSTC/W FITTINGS",P15.5/20-36,24/09/2015,24/09/2015
P15.5/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 15.5 MTR 9KN LSTC/W FITTINGS",P15.5/5-9,5/11/2021,5/11/2021
P15.5/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 15.5 MTR 14KN LSTC/W FITTINGS",P15.5/8-14,24/09/2015,24/09/2015
P15.5/8-14R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 15.5 MTR 14KN LSTC/W FI",P15.5/8-14R,12/06/2019,12/06/2019
P17/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 17 MTR 22KN LST C/W FITTINGS",P17/12-22,24/09/2015,10/01/2024
P17/12-22R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 17 MTR 22KN LST C/W FI",P17/12-22R,12/06/2019,10/01/2024
P17/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 17 MTR 36KN LST C/W FITTINGS",P17/20-36,24/09/2015,24/09/2015
P17/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 17 MTR 9KN LST C/W FITTINGS",P17/5-9,5/11/2021,5/11/2021
P17/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 17 MTR 14KN LST C/W FITTINGS",P17/8-14,24/09/2015,24/09/2015
P17/8-14R,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, REBUTTWOOD 17 MTR 14KN LST C/W FI",P17/8-14R,12/06/2019,12/06/2019
P18.5/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 18.5 MTR 22KN LSTC/W FITTINGS",P18.5/12-22,24/09/2015,10/01/2024
P18.5/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 18.5 MTR 36KN LSTC/W FITTINGS",P18.5/20-36,24/09/2015,24/09/2015
P18.5/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 18.5 MTR 9KN LSTC/W FITTINGS",P18.5/5-9,5/11/2021,5/11/2021
P18.5/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 18.5 MTR 14KN LSTC/W FITTINGS",P18.5/8-14,24/09/2015,24/09/2015
P1M,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"STAY,POLE 19/2.00",P1M,24/09/1988,24/09/1988
P20/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 20 MTR 22KN LST C/W FITTINGS",P20/12-22,24/09/2015,10/01/2024
P20/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 20 MTR 36KN LST C/W FITTINGS",P20/20-36,24/09/2015,24/09/2015
P20/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 20 MTR 9KN LSTC/W FITTINGS",P20/5-9,5/11/2021,5/11/2021
P20/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 20 MTR 14KN LSTC/W FITTINGS",P20/8-14,24/09/2015,24/09/2015
P21.5/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 21.5 MTR 22KN LSTC/W FITTINGS",P21.5/12-22,24/09/2015,24/09/2015
P21.5/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 21.5 MTR 36KN LSTC/W FITTINGS",P21.5/20-36,24/09/2015,24/09/2015
P21.5/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 21.5 MTR 9KN LSTC/W FITTINGS",P21.5/5-9,5/11/2021,5/11/2021
P21.5/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 21.5 MTR 14KN LSTC/W FITTINGS",P21.5/8-14,5/11/2021,5/11/2021
P23/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 23 MTR 22KN LST C/W FITTINGS",P23/12-22,24/09/2015,24/09/2015
P23/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 23 MTR 36KN LSTC/W FITTINGS",P23/20-36,24/09/2015,24/09/2015
P8/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 8 MTR 22KN LST C/W FITTINGS",P8/12-22,24/09/2015,24/09/2015
P8/20-36,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE,WOOD 8M 36KN LST BOLLARDC/WFITTINGS",P8/20-36,24/09/2015,10/01/2024
P9.5/12-22,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 9.5 MTR 22KN LST C/W FITTINGS",P9.5/12-22,24/09/2015,10/01/2024
P9.5/12-22S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 9.5 MTR 22KN LST C/W FITT",P9.5/12-22S,10/02/2017,10/01/2024
P9.5/5-9,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 9.5MTR 9KN LST C/W FITTINGS",P9.5/5-9,30/09/2015,30/09/2015
P9.5/5-9S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 9.5MTR 9KN LST C/W FITTIN",P9.5/5-9S,10/02/2017,13/05/2020
P9.5/8-14,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, WOOD 9.5MTR 14KN LST C/W FITTINGS",P9.5/8-14,24/09/2015,7/07/2022
P9.5/8-14S,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"POLE, SOFTWOOD 9.5MTR 14KN LST C/W FITTI",P9.5/8-14S,10/02/2017,7/07/2022
PAGE3-220-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,MAIN TO 19/1.53 CU BRIDGE,PAGE3-220-1,21/08/1996,21/08/1996
PAGE3-220-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,MAIN TO 19/1.78 CU BRIDGE,PAGE3-220-2,21/08/1996,21/08/1996
PAGE3-220-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,MAIN TO 37/1.78 CU BRIDGE,PAGE3-220-3,21/08/1996,21/08/1996
PAGE3-220-4,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,MAIN TO 37/2.52 CU BRIDGE,PAGE3-220-4,5/10/1993,5/10/1993
PAGE3-221-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,19/1.78 CU BRIDGE TO ISOLATING SWITCH,PAGE3-221-1,20/02/1998,25/09/2006
PAGE3-221-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,37/1.78 CU BRIDGE AT ISOLATING SWITCH,PAGE3-221-2,20/02/1998,24/09/2006
PAGE3-221-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGE TO 19/1.78 CU BRIDGE,PAGE3-221-3,21/08/1996,28/09/2011
PAGE3-221-4,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGE TO 37/1.78 CU BRIDGE,PAGE3-221-4,21/08/1996,17/10/2001
PAGE3-221-5,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,37/2.52 CU BRIDGE AT ISOLATING SWITCH,PAGE3-221-5,21/12/2012,18/09/2013
PAGE3-222-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,CU MAIN TO 19/1.78 CU BRIDGE,PAGE3-222-1,21/08/1996,21/08/1996
PAGE3-222-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,CU MAIN TO 37/1.78 CU BRIDGE,PAGE3-222-2,22/04/1996,22/04/1996
PAGE3-222-7,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGING INSULATOR (CU),PAGE3-222-7,26/09/1990,26/09/1990
PAGE3-222-8,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGING INSULATOR (AL),PAGE3-222-8,26/09/1990,26/09/1990
PAGE4-204,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGING- TEE OFF,PAGE4-204,15/11/1991,15/11/1991
PAGE4-208,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,"BRIDGING- CROSSCHECK,TEE OFF (TRIDENT)",PAGE4-208,15/11/1991,15/11/1991
PAGE6-202-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,INDT.EFD Sensor to pole,PAGE6-202-1,12/05/2022,8/06/2022
PAGE6-202-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,INDT.EFD Solar Panel to pole,PAGE6-202-2,12/05/2022,8/06/2022
PAGE6-202-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,INDT.EFD Marshalling boxes to pole,PAGE6-202-3,12/05/2022,8/06/2022
PAGE7-145-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPEN WIRE TO ABS PALM,PAGE7-145-1,2/03/1989,27/02/2004
PAGE7-145-3,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,HVABC TO CONNECTOR BRACKET & PALM,PAGE7-145-3,28/06/1993,15/06/2012
PAGE7-145-4,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,HVABC TO ABS PALM,PAGE7-145-4,24/10/1991,27/02/2004
PAGE7-251-2,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,BRIDGING FOR 630A NULEC RECLOSER,PAGE7-251-2,21/10/2002,23/05/2012
PAGE7-255-1,Active,OH,17000. DISTRIBUTION OH CONSTRUCTION MATERIALS,OPEN WIRE TO ISOLATING SWITCH PALM,PAGE7-255-1,23/02/1999,27/02/2004
